t		x	y	z	Vx	Vy	Vz		x	y	z	Vx	Vy	Vz
41940		-229976020.9	-279986048.5	-69989699.72	1.156603671	0.65544287	0.51164059		99020979.68	-107909982.2	87714792.65	405.9912318	-453.2744088	758.4138432
42000		-229975951.5	-279986009.1	-69989669.02	1.158305818	0.656333148	0.512456513		99045339.16	-107937178.6	87760297.48	405.8528813	-453.3467706	758.347525
42060		-229975882	-279985969.7	-69989638.27	1.160008091	0.657223285	0.513272671		99069690.33	-107964379.5	87805798.34	405.7145205	-453.419121	758.2811876
42120		-229975812.4	-279985930.3	-69989607.47	1.161710489	0.658113281	0.514089065		99094033.2	-107991584.6	87851295.21	405.5761496	-453.4914599	758.2148311
42180		-229975742.7	-279985890.8	-69989576.63	1.163413012	0.659003136	0.514905693		99118367.77	-108018794.1	87896788.1	405.4377684	-453.5637873	758.1484555
42240		-229975672.9	-279985851.3	-69989545.73	1.165115662	0.65989285	0.515722557		99142694.04	-108046007.9	87942277	405.2993771	-453.6361033	758.0820608
42300		-229975603	-279985811.7	-69989514.79	1.166818436	0.660782423	0.516539656		99167012	-108073226.1	87987761.93	405.1609755	-453.7084078	758.015647
42360		-229975533	-279985772	-69989483.8	1.168521337	0.661671855	0.51735699		99191321.66	-108100448.6	88033242.87	405.0225637	-453.7807008	757.9492141
42420		-229975462.9	-279985732.3	-69989452.76	1.170224362	0.662561146	0.51817456		99215623.01	-108127675.4	88078719.82	404.8841418	-453.8529824	757.882762
42480		-229975392.7	-279985692.6	-69989421.67	1.171927513	0.663450296	0.518992364		99239916.06	-108154906.6	88124192.79	404.7457096	-453.9252525	757.8162908
42540		-229975322.4	-279985652.8	-69989390.53	1.173630789	0.664339304	0.519810404		99264200.8	-108182142.1	88169661.76	404.6072673	-453.9975112	757.7498006
42600		-229975251.9	-279985612.9	-69989359.34	1.175334191	0.665228172	0.520628679		99288477.24	-108209382	88215126.75	404.4688148	-454.0697584	757.6832912
42660		-229975181.4	-279985573	-69989328.1	1.177037718	0.666116899	0.521447188		99312745.37	-108236626.2	88260587.75	404.3303521	-454.1419941	757.6167627
42720		-229975110.8	-279985533	-69989296.81	1.17874137	0.667005484	0.522265933		99337005.19	-108263874.7	88306044.75	404.1918793	-454.2142183	757.5502151
42780		-229975040.1	-279985493	-69989265.48	1.180445147	0.667893928	0.523084913		99361256.7	-108291127.5	88351497.77	404.0533962	-454.2864311	757.4836484
42840		-229974969.2	-279985452.9	-69989234.09	1.182149049	0.668782231	0.523904128		99385499.91	-108318384.7	88396946.79	403.914903	-454.3586324	757.4170626
42900		-229974898.3	-279985412.8	-69989202.66	1.183853076	0.669670393	0.524723578		99409734.8	-108345646.2	88442391.81	403.7763996	-454.4308222	757.3504577
42960		-229974827.3	-279985372.6	-69989171.17	1.185557229	0.670558413	0.525543262		99433961.38	-108372912.1	88487832.84	403.6378861	-454.5030005	757.2838337
43020		-229974756.2	-279985332.4	-69989139.64	1.187261506	0.671446293	0.526363182		99458179.66	-108400182.3	88533269.87	403.4993624	-454.5751673	757.2171906
43080		-229974684.9	-279985292.1	-69989108.06	1.188965908	0.672334031	0.527183337		99482389.62	-108427456.8	88578702.9	403.3608286	-454.6473227	757.1505284
43140		-229974613.6	-279985251.8	-69989076.43	1.190670435	0.673221627	0.528003726		99506591.27	-108454735.6	88624131.93	403.2222846	-454.7194665	757.0838472
43200		-229974542.1	-279985211.4	-69989044.75	1.192375087	0.674109082	0.528824351		99530784.61	-108482018.8	88669556.96	403.0837304	-454.7915989	757.0171468
43260		-229974470.6	-279985170.9	-69989013.02	1.194079864	0.674996396	0.52964521		99554969.63	-108509306.3	88714977.99	402.9451661	-454.8637198	756.9504273
43320		-229974399	-279985130.4	-69988981.24	1.195784765	0.675883569	0.530466304		99579146.34	-108536598.1	88760395.02	402.8065917	-454.9358292	756.8836888
43380		-229974327.2	-279985089.9	-69988949.41	1.197489792	0.6767706	0.531287633		99603314.73	-108563894.3	88805808.04	402.6680072	-455.0079271	756.8169312
43440		-229974255.4	-279985049.3	-69988917.54	1.199194942	0.67765749	0.532109197		99627474.81	-108591194.7	88851217.05	402.5294125	-455.0800135	756.7501545
43500		-229974183.4	-279985008.6	-69988885.61	1.200900218	0.678544238	0.532930995		99651626.58	-108618499.5	88896622.06	402.3908076	-455.1520884	756.6833587
43560		-229974111.3	-279984967.9	-69988853.63	1.202605618	0.679430844	0.533753028		99675770.03	-108645808.7	88942023.06	402.2521927	-455.2241519	756.6165438
43620		-229974039.2	-279984927.1	-69988821.61	1.204311143	0.68031731	0.534575296		99699905.16	-108673122.1	88987420.06	402.1135676	-455.2962038	756.5497098
43680		-229973966.9	-279984886.3	-69988789.53	1.206016792	0.681203633	0.535397799		99724031.97	-108700439.9	89032813.04	401.9749324	-455.3682442	756.4828568
43740		-229973894.6	-279984845.5	-69988757.41	1.207722565	0.682089816	0.536220536		99748150.47	-108727762	89078202.01	401.8362871	-455.4402731	756.4159847
43800		-229973822.1	-279984804.5	-69988725.24	1.209428463	0.682975856	0.537043508		99772260.65	-108755088.4	89123586.97	401.6976317	-455.5122905	756.3490935
43860		-229973749.5	-279984763.5	-69988693.01	1.211134486	0.683861755	0.537866715		99796362.5	-108782419.1	89168967.92	401.5589662	-455.5842964	756.2821833
43920		-229973676.9	-279984722.5	-69988660.74	1.212840632	0.684747513	0.538690156		99820456.04	-108809754.2	89214344.85	401.4202905	-455.6562907	756.215254
43980		-229973604.1	-279984681.4	-69988628.42	1.214546903	0.685633128	0.539513832		99844541.26	-108837093.6	89259717.76	401.2816048	-455.7282736	756.1483056
44040		-229973531.2	-279984640.3	-69988596.05	1.216253299	0.686518602	0.540337742		99868618.16	-108864437.3	89305086.66	401.142909	-455.8002449	756.0813381
44100		-229973458.3	-279984599.1	-69988563.63	1.217959818	0.687403935	0.541161887		99892686.73	-108891785.3	89350451.54	401.004203	-455.8722048	756.0143516
44160		-229973385.2	-279984557.9	-69988531.16	1.219666461	0.688289125	0.541986267		99916746.98	-108919137.6	89395812.4	400.865487	-455.9441531	755.947346
44220		-229973312	-279984516.6	-69988498.64	1.221373229	0.689174174	0.542810881		99940798.91	-108946494.3	89441169.24	400.7267609	-456.0160899	755.8803214
44280		-229973238.7	-279984475.2	-69988466.07	1.223080121	0.690059082	0.543635729		99964842.52	-108973855.2	89486522.06	400.5880247	-456.0880152	755.8132777
44340		-229973165.3	-279984433.8	-69988433.45	1.224787137	0.690943847	0.544460813		99988877.8	-109001220.5	89531870.86	400.4492784	-456.1599289	755.7462149
44400		-229973091.8	-279984392.3	-69988400.79	1.226494276	0.691828471	0.54528613		100012904.8	-109028590.1	89577215.63	400.3105221	-456.2318311	755.6791331
44460		-229973018.3	-279984350.8	-69988368.07	1.22820154	0.692712953	0.546111682		100036923.4	-109055964	89622556.38	400.1717557	-456.3037218	755.6120322
44520		-229972944.6	-279984309.3	-69988335.3	1.229908927	0.693597293	0.546937468		100060933.7	-109083342.2	89667893.1	400.0329792	-456.375601	755.5449123
44580		-229972870.8	-279984267.7	-69988302.49	1.231616439	0.694481491	0.547763489		100084935.7	-109110724.8	89713225.8	399.8941926	-456.4474687	755.4777733
44640		-229972796.9	-279984226	-69988269.62	1.233324074	0.695365547	0.548589744		100108929.3	-109138111.6	89758554.46	399.755396	-456.5193248	755.4106153
44700		-229972722.9	-279984184.3	-69988236.7	1.235031833	0.696249461	0.549416233		100132914.6	-109165502.8	89803879.1	399.6165894	-456.5911693	755.3434382
44760		-229972648.8	-279984142.5	-69988203.74	1.236739715	0.697133234	0.550242957		100156891.6	-109192898.2	89849199.71	399.4777726	-456.6630024	755.2762421
44820		-229972574.6	-279984100.7	-69988170.72	1.238447722	0.698016864	0.551069915		100180860.3	-109220298	89894516.28	399.3389458	-456.7348239	755.2090269
44880		-229972500.3	-279984058.8	-69988137.66	1.240155851	0.698900353	0.551897108		100204820.6	-109247702.1	89939828.82	399.200109	-456.8066338	755.1417927
44940		-229972425.9	-279984016.9	-69988104.55	1.241864105	0.699783699	0.552724534		100228772.7	-109275110.5	89985137.33	399.0612621	-456.8784323	755.0745394
45000		-229972351.3	-279983974.9	-69988071.38	1.243572482	0.700666904	0.553552195		100252716.3	-109302523.2	90030441.8	398.9224052	-456.9502191	755.0072671
45060		-229972276.7	-279983932.8	-69988038.17	1.245280982	0.701549966	0.55438009		100276651.7	-109329940.2	90075742.24	398.7835383	-457.0219945	754.9399758
45120		-229972202	-279983890.7	-69988004.91	1.246989606	0.702432886	0.555208219		100300578.7	-109357361.5	90121038.64	398.6446613	-457.0937582	754.8726655
45180		-229972127.2	-279983848.6	-69987971.59	1.248698354	0.703315665	0.556036583		100324497.4	-109384787.2	90166331	398.5057743	-457.1655105	754.8053361
45240		-229972052.3	-279983806.4	-69987938.23	1.250407224	0.704198301	0.556865181		100348407.7	-109412217.1	90211619.32	398.3668772	-457.2372512	754.7379876
45300		-229971977.2	-279983764.1	-69987904.82	1.252116218	0.705080795	0.557694012		100372309.7	-109439651.3	90256903.6	398.2279702	-457.3089803	754.6706202
45360		-229971902.1	-279983721.8	-69987871.36	1.253825336	0.705963147	0.558523078		100396203.4	-109467089.9	90302183.83	398.0890531	-457.3806979	754.6032337
45420		-229971826.9	-279983679.5	-69987837.85	1.255534576	0.706845356	0.559352378		100420088.7	-109494532.7	90347460.03	397.950126	-457.4524039	754.5358282
45480		-229971751.6	-279983637.1	-69987804.29	1.25724394	0.707727424	0.560181912		100443965.8	-109521979.9	90392732.18	397.8111888	-457.5240984	754.4684036
45540		-229971676.1	-279983594.6	-69987770.68	1.258953427	0.708609349	0.56101168		100467834.4	-109549431.3	90438000.28	397.6722417	-457.5957813	754.40096
45600		-229971600.6	-279983552.1	-69987737.01	1.260663037	0.709491132	0.561841682		100491694.8	-109576887.1	90483264.34	397.5332846	-457.6674526	754.3334975
45660		-229971524.9	-279983509.5	-69987703.3	1.26237277	0.710372773	0.562671919		100515546.8	-109604347.1	90528524.35	397.3943175	-457.7391124	754.2660158
45720		-229971449.2	-279983466.9	-69987669.54	1.264082626	0.711254271	0.563502389		100539390.4	-109631811.4	90573780.31	397.2553403	-457.8107606	754.1985152
45780		-229971373.4	-279983424.2	-69987635.73	1.265792605	0.712135627	0.564333093		100563225.7	-109659280.1	90619032.22	397.1163532	-457.8823972	754.1309956
45840		-229971297.4	-279983381.5	-69987601.87	1.267502707	0.713016841	0.565164031		100587052.7	-109686753	90664280.08	396.9773561	-457.9540223	754.0634569
45900		-229971221.4	-279983338.7	-69987567.96	1.269212932	0.713897913	0.565995203		100610871.4	-109714230.3	90709523.89	396.838349	-458.0256358	753.9958992
45960		-229971145.2	-279983295.9	-69987534	1.270923279	0.714778842	0.566826609		100634681.7	-109741711.8	90754763.64	396.6993319	-458.0972377	753.9283226
46020		-229971068.9	-279983253	-69987499.99	1.27263375	0.715659628	0.567658249		100658483.6	-109769197.7	90799999.34	396.5603048	-458.1688281	753.8607269
46080		-229970992.6	-279983210	-69987465.94	1.274344343	0.716540273	0.568490122		100682277.2	-109796687.8	90845230.98	396.4212678	-458.2404069	753.7931122
46140		-229970916.1	-279983167.1	-69987431.83	1.276055059	0.717420774	0.56932223		100706062.5	-109824182.2	90890458.57	396.2822207	-458.3119741	753.7254784
46200		-229970839.6	-279983124	-69987397.67	1.277765898	0.718301134	0.570154571		100729839.4	-109851680.9	90935682.1	396.1431637	-458.3835297	753.6578257
46260		-229970762.9	-279983080.9	-69987363.46	1.279476859	0.71918135	0.570987146		100753608	-109879183.9	90980901.57	396.0040968	-458.4550737	753.590154
46320		-229970686.1	-279983037.8	-69987329.2	1.281187943	0.720061425	0.571819955		100777368.3	-109906691.2	91026116.98	395.8650199	-458.5266062	753.5224633
46380		-229970609.3	-279982994.6	-69987294.89	1.282899149	0.720941356	0.572652997		100801120.2	-109934202.8	91071328.33	395.725933	-458.5981271	753.4547536
46440		-229970532.3	-279982951.3	-69987260.53	1.284610478	0.721821146	0.573486274		100824863.7	-109961718.7	91116535.61	395.5868362	-458.6696363	753.3870249
46500		-229970455.2	-279982908	-69987226.12	1.286321929	0.722700792	0.574319784		100848598.9	-109989238.9	91161738.83	395.4477294	-458.741134	753.3192771
46560		-229970378	-279982864.6	-69987191.66	1.288033503	0.723580296	0.575153528		100872325.8	-110016763.4	91206937.99	395.3086126	-458.8126201	753.2515104
46620		-229970300.7	-279982821.2	-69987157.15	1.289745199	0.724459658	0.575987505		100896044.3	-110044292.1	91252133.08	395.1694859	-458.8840946	753.1837247
46680		-229970223.4	-279982777.7	-69987122.59	1.291457017	0.725338876	0.576821716		100919754.5	-110071825.2	91297324.1	395.0303493	-458.9555576	753.11592
46740		-229970145.9	-279982734.2	-69987087.98	1.293168957	0.726217952	0.577656161		100943456.3	-110099362.5	91342511.06	394.8912028	-459.0270089	753.0480964
46800		-229970068.3	-279982690.7	-69987053.32	1.29488102	0.727096886	0.578490839		100967149.8	-110126904.1	91387693.94	394.7520463	-459.0984486	752.9802537
46860		-229969990.6	-279982647	-69987018.61	1.296593205	0.727975676	0.579325751		100990834.9	-110154450	91432872.76	394.6128798	-459.1698767	752.912392
46920		-229969912.8	-279982603.3	-69986983.86	1.298305512	0.728854324	0.580160896		101014511.7	-110182000.2	91478047.5	394.4737035	-459.2412932	752.8445114
46980		-229969834.9	-279982559.6	-69986949.05	1.300017942	0.729732829	0.580996275		101038180.1	-110209554.7	91523218.17	394.3345172	-459.3126981	752.7766118
47040		-229969756.9	-279982515.8	-69986914.19	1.301730493	0.730611192	0.581831888		101061840.2	-110237113.5	91568384.77	394.195321	-459.3840914	752.7086932
47100		-229969678.8	-279982472	-69986879.28	1.303443166	0.731489411	0.582667734		101085491.9	-110264676.5	91613547.29	394.0561149	-459.4554731	752.6407556
47160		-229969600.6	-279982428.1	-69986844.32	1.305155961	0.732367488	0.583503814		101109135.3	-110292243.8	91658705.74	393.9168989	-459.5268432	752.572799
47220		-229969522.3	-279982384.2	-69986809.31	1.306868878	0.733245422	0.584340126		101132770.3	-110319815.5	91703860.1	393.7776729	-459.5982017	752.5048235
47280		-229969443.9	-279982340.2	-69986774.25	1.308581918	0.734123213	0.585176673		101156396.9	-110347391.3	91749010.39	393.6384371	-459.6695486	752.436829
47340		-229969365.4	-279982296.1	-69986739.13	1.310295078	0.735000861	0.586013453		101180015.2	-110374971.5	91794156.6	393.4991913	-459.7408838	752.3688155
47400		-229969286.7	-279982252	-69986703.97	1.312008361	0.735878366	0.586850466		101203625.2	-110402556	91839298.73	393.3599357	-459.8122075	752.3007831
47460		-229969208	-279982207.9	-69986668.76	1.313721765	0.736755728	0.587687712		101227226.8	-110430144.7	91884436.78	393.2206701	-459.8835195	752.2327316
47520		-229969129.2	-279982163.7	-69986633.5	1.315435292	0.737632948	0.588525192		101250820	-110457737.7	91929570.74	393.0813947	-459.9548199	752.1646613
47580		-229969050.3	-279982119.4	-69986598.19	1.317148939	0.738510024	0.589362906		101274404.9	-110485335	91974700.62	392.9421094	-460.0261087	752.0965719
47640		-229968971.2	-279982075.1	-69986562.83	1.318862709	0.739386957	0.590200852		101297981.4	-110512936.6	92019826.42	392.8028142	-460.0973858	752.0284636
47700		-229968892.1	-279982030.7	-69986527.42	1.3205766	0.740263747	0.591039032		101321549.6	-110540542.4	92064948.13	392.6635091	-460.1686513	751.9603363
47760		-229968812.9	-279981986.3	-69986491.95	1.322290612	0.741140394	0.591877445		101345109.4	-110568152.5	92110065.75	392.5241941	-460.2399052	751.8921901
47820		-229968733.5	-279981941.8	-69986456.44	1.324004746	0.742016899	0.592716092		101368660.9	-110595766.9	92155179.28	392.3848693	-460.3111475	751.8240249
47880		-229968654.1	-279981897.3	-69986420.88	1.325719002	0.74289326	0.593554971		101392204	-110623385.6	92200288.72	392.2455346	-460.3823781	751.7558408
47940		-229968574.5	-279981852.8	-69986385.26	1.327433378	0.743769477	0.594394084		101415738.7	-110651008.5	92245394.07	392.10619	-460.4535971	751.6876377
48000		-229968494.9	-279981808.1	-69986349.6	1.329147876	0.744645552	0.59523343		101439265.1	-110678635.8	92290495.33	391.9668355	-460.5248045	751.6194156
48060		-229968415.2	-279981763.4	-69986313.89	1.330862496	0.745521484	0.596073009		101462783.1	-110706267.2	92335592.49	391.8274712	-460.5960002	751.5511746
48120		-229968335.3	-279981718.7	-69986278.12	1.332577237	0.746397272	0.596912821		101486292.7	-110733903	92380685.56	391.6880971	-460.6671843	751.4829146
48180		-229968255.3	-279981673.9	-69986242.31	1.334292099	0.747272917	0.597752867		101509794	-110761543	92425774.54	391.5487131	-460.7383568	751.4146357
48240		-229968175.3	-279981629.1	-69986206.44	1.336007082	0.748148419	0.598593145		101533286.9	-110789187.3	92470859.42	391.4093192	-460.8095176	751.3463379
48300		-229968095.1	-279981584.2	-69986170.53	1.337722186	0.749023778	0.599433657		101556771.5	-110816835.9	92515940.2	391.2699155	-460.8806668	751.2780211
48360		-229968014.9	-279981539.3	-69986134.56	1.339437411	0.749898993	0.600274401		101580247.7	-110844488.7	92561016.88	391.130502	-460.9518043	751.2096854
48420		-229967934.5	-279981494.3	-69986098.54	1.341152758	0.750774065	0.601115379		101603715.5	-110872145.9	92606089.46	390.9910786	-461.0229302	751.1413307
48480		-229967854	-279981449.2	-69986062.48	1.342868225	0.751648994	0.601956589		101627175	-110899807.2	92651157.94	390.8516453	-461.0940444	751.0729571
48540		-229967773.5	-279981404.1	-69986026.36	1.344583813	0.752523779	0.602798033		101650626.1	-110927472.9	92696222.32	390.7122023	-461.165147	751.0045645
48600		-229967692.8	-279981359	-69985990.19	1.346299523	0.753398421	0.60363971		101674068.8	-110955142.8	92741282.59	390.5727494	-461.2362379	750.936153
48660		-229967612	-279981313.8	-69985953.97	1.348015353	0.75427292	0.604481619		101697503.2	-110982817	92786338.76	390.4332867	-461.3073172	750.8677226
48720		-229967531.1	-279981268.5	-69985917.71	1.349731304	0.755147275	0.605323762		101720929.2	-111010495.4	92831390.82	390.2938142	-461.3783848	750.7992732
48780		-229967450.1	-279981223.2	-69985881.39	1.351447375	0.756021487	0.606166137		101744346.8	-111038178.1	92876438.78	390.1543318	-461.4494407	750.730805
48840		-229967369.1	-279981177.8	-69985845.02	1.353163568	0.756895555	0.607008745		101767756.1	-111065865.1	92921482.63	390.0148397	-461.520485	750.6623178
48900		-229967287.9	-279981132.4	-69985808.6	1.354879881	0.75776948	0.607851586		101791157	-111093556.3	92966522.37	389.8753377	-461.5915176	750.5938116
48960		-229967206.6	-279981087	-69985772.12	1.356596315	0.758643262	0.60869466		101814549.5	-111121251.8	93011557.99	389.735826	-461.6625386	750.5252865
49020		-229967125.2	-279981041.4	-69985735.6	1.358312869	0.759516899	0.609537967		101837933.6	-111148951.5	93056589.51	389.5963044	-461.7335479	750.4567426
49080		-229967043.7	-279980995.9	-69985699.03	1.360029544	0.760390394	0.610381506		101861309.4	-111176655.5	93101616.92	389.456773	-461.8045455	750.3881797
49140		-229966962.1	-279980950.3	-69985662.41	1.36174634	0.761263744	0.611225279		101884676.8	-111204363.8	93146640.21	389.3172318	-461.8755315	750.3195978
49200		-229966880.4	-279980904.6	-69985625.73	1.363463256	0.762136952	0.612069284		101908035.8	-111232076.4	93191659.38	389.1776809	-461.9465058	750.2509971
49260		-229966798.6	-279980858.8	-69985589.01	1.365180292	0.763010015	0.612913521		101931386.5	-111259793.1	93236674.44	389.0381201	-462.0174684	750.1823774
49320		-229966716.7	-279980813.1	-69985552.23	1.366897449	0.763882935	0.613757992		101954728.8	-111287514.2	93281685.39	388.8985496	-462.0884194	750.1137388
49380		-229966634.6	-279980767.2	-69985515.41	1.368614726	0.764755711	0.614602695		101978062.7	-111315239.5	93326692.21	388.7589693	-462.1593586	750.0450814
49440		-229966552.5	-279980721.3	-69985478.53	1.370332123	0.765628344	0.615447631		102001388.2	-111342969.1	93371694.91	388.6193792	-462.2302862	749.976405
49500		-229966470.3	-279980675.4	-69985441.61	1.372049641	0.766500833	0.616292799		102024705.4	-111370702.9	93416693.5	388.4797793	-462.3012021	749.9077096
49560		-229966388	-279980629.4	-69985404.63	1.373767279	0.767373178	0.6171382		102048014.2	-111398440.9	93461687.96	388.3401697	-462.3721064	749.8389954
49620		-229966305.6	-279980583.4	-69985367.6	1.375485037	0.768245379	0.617983834		102071314.6	-111426183.3	93506678.3	388.2005503	-462.4429989	749.7702623
49680		-229966223	-279980537.3	-69985330.52	1.377202915	0.769117437	0.6188297		102094606.6	-111453929.9	93551664.52	388.0609211	-462.5138798	749.7015103
49740		-229966140.4	-279980491.1	-69985293.39	1.378920913	0.76998935	0.619675799		102117890.3	-111481680.7	93596646.61	387.9212821	-462.5847489	749.6327394
49800		-229966057.7	-279980444.9	-69985256.21	1.380639032	0.77086112	0.620522131		102141165.6	-111509435.8	93641624.57	387.7816335	-462.6556064	749.5639495
49860		-229965974.8	-279980398.7	-69985218.98	1.38235727	0.771732747	0.621368694		102164432.5	-111537195.1	93686598.41	387.641975	-462.7264522	749.4951408
49920		-229965891.9	-279980352.4	-69985181.7	1.384075628	0.772604229	0.622215491		102187691	-111564958.7	93731568.12	387.5023068	-462.7972863	749.4263132
49980		-229965808.8	-279980306	-69985144.36	1.385794106	0.773475567	0.62306252		102210941.1	-111592726.5	93776533.7	387.3626289	-462.8681087	749.3574667
50040		-229965725.7	-279980259.6	-69985106.98	1.387512704	0.774346762	0.623909781		102234182.9	-111620498.6	93821495.14	387.2229412	-462.9389194	749.2886012
50100		-229965642.4	-279980213.2	-69985069.55	1.389231422	0.775217812	0.624757275		102257416.3	-111648275	93866452.46	387.0832438	-463.0097184	749.2197169
50160		-229965559.1	-279980166.6	-69985032.06	1.39095026	0.776088719	0.625605001		102280641.3	-111676055.5	93911405.64	386.9435366	-463.0805057	749.1508138
50220		-229965475.6	-279980120.1	-69984994.52	1.392669217	0.776959482	0.626452959		102303857.9	-111703840.4	93956354.69	386.8038198	-463.1512813	749.0818917
50280		-229965392.1	-279980073.5	-69984956.94	1.394388294	0.7778301	0.62730115		102327066.1	-111731629.4	94001299.61	386.6640931	-463.2220452	749.0129507
50340		-229965308.4	-279980026.8	-69984919.3	1.396107491	0.778700575	0.628149573		102350265.9	-111759422.8	94046240.38	386.5243568	-463.2927974	748.9439909
50400		-229965224.6	-279979980.1	-69984881.61	1.397826807	0.779570906	0.628998229		102373457.4	-111787220.3	94091177.02	386.3846108	-463.3635379	748.8750121
50460		-229965140.8	-279979933.3	-69984843.87	1.399546243	0.780441092	0.629847116		102396640.5	-111815022.1	94136109.52	386.244855	-463.4342667	748.8060145
50520		-229965056.8	-279979886.5	-69984806.08	1.401265798	0.781311135	0.630696236		102419815.2	-111842828.2	94181037.88	386.1050895	-463.5049838	748.736998
50580		-229964972.7	-279979839.6	-69984768.24	1.402985473	0.782181033	0.631545589		102442981.5	-111870638.5	94225962.1	385.9653143	-463.5756891	748.6679626
50640		-229964888.5	-279979792.7	-69984730.35	1.404705267	0.783050787	0.632395173		102466139.4	-111898453	94270882.18	385.8255294	-463.6463828	748.5989084
50700		-229964804.3	-279979745.7	-69984692.4	1.406425181	0.783920397	0.63324499		102489288.9	-111926271.8	94315798.12	385.6857348	-463.7170647	748.5298353
50760		-229964719.9	-279979698.6	-69984654.41	1.408145214	0.784789863	0.634095039		102512430.1	-111954094.9	94360709.91	385.5459305	-463.7877349	748.4607433
50820		-229964635.4	-279979651.6	-69984616.36	1.409865366	0.785659185	0.63494532		102535562.8	-111981922.1	94405617.55	385.4061165	-463.8583934	748.3916324
50880		-229964550.8	-279979604.4	-69984578.26	1.411585637	0.786528362	0.635795833		102558687.2	-112009753.6	94450521.05	385.2662928	-463.9290401	748.3225027
50940		-229964466.1	-279979557.2	-69984540.12	1.413306028	0.787397396	0.636646579		102581803.2	-112037589.4	94495420.4	385.1264594	-463.9996752	748.2533541
51000		-229964381.3	-279979510	-69984501.92	1.415026538	0.788266285	0.637497556		102604910.8	-112065429.3	94540315.6	384.9866163	-464.0702985	748.1841866
51060		-229964296.4	-279979462.7	-69984463.67	1.416747167	0.78913503	0.638348766		102628010	-112093273.6	94585206.65	384.8467636	-464.1409101	748.1150003
51120		-229964211.4	-279979415.3	-69984425.37	1.418467915	0.79000363	0.639200207		102651100.8	-112121122	94630093.55	384.7069011	-464.2115099	748.0457951
51180		-229964126.3	-279979367.9	-69984387.02	1.420188782	0.790872086	0.640051881		102674183.2	-112148974.7	94674976.3	384.567029	-464.2820981	747.976571
51240		-229964041.1	-279979320.5	-69984348.61	1.421909768	0.791740398	0.640903787		102697257.2	-112176831.6	94719854.89	384.4271473	-464.3526745	747.9073281
51300		-229963955.8	-279979273	-69984310.16	1.423630873	0.792608565	0.641755924		102720322.8	-112204692.8	94764729.33	384.2872558	-464.4232391	747.8380664
51360		-229963870.3	-279979225.4	-69984271.65	1.425352097	0.793476588	0.642608294		102743380.1	-112232558.2	94809599.62	384.1473547	-464.4937921	747.7687857
51420		-229963784.8	-279979177.8	-69984233.1	1.427073439	0.794344467	0.643460896		102766428.9	-112260427.8	94854465.74	384.0074439	-464.5643332	747.6994863
51480		-229963699.2	-279979130.2	-69984194.49	1.428794901	0.795212201	0.644313729		102789469.4	-112288301.7	94899327.71	383.8675235	-464.6348627	747.6301679
51540		-229963613.5	-279979082.4	-69984155.83	1.430516481	0.796079791	0.645166794		102812501.4	-112316179.8	94944185.52	383.7275934	-464.7053804	747.5608308
51600		-229963527.6	-279979034.7	-69984117.12	1.43223818	0.796947236	0.646020092		102835525.1	-112344062.1	94989039.17	383.5876537	-464.7758864	747.4914748
51660		-229963441.7	-279978986.9	-69984078.36	1.433959998	0.797814537	0.646873621		102858540.3	-112371948.6	95033888.66	383.4477044	-464.8463806	747.4220999
51720		-229963355.7	-279978939	-69984039.55	1.435681934	0.798681693	0.647727382		102881547.2	-112399839.4	95078733.99	383.3077453	-464.9168631	747.3527062
51780		-229963269.5	-279978891.1	-69984000.68	1.437403989	0.799548704	0.648581375		102904545.6	-112427734.4	95123575.15	383.1677767	-464.9873338	747.2832936
51840		-229963183.3	-279978843.1	-69983961.77	1.439126162	0.800415571	0.649435599		102927535.7	-112455633.7	95168412.15	383.0277984	-465.0577927	747.2138622
51900		-229963096.9	-279978795.1	-69983922.8	1.440848454	0.801282294	0.650290056		102950517.4	-112483537.1	95213244.98	382.8878105	-465.12824	747.144412
51960		-229963010.5	-279978747	-69983883.78	1.442570864	0.802148872	0.651144744		102973490.6	-112511444.8	95258073.64	382.7478129	-465.1986754	747.0749429
52020		-229962923.9	-279978698.9	-69983844.72	1.444293393	0.803015305	0.651999664		102996455.5	-112539356.8	95302898.14	382.6078058	-465.2690991	747.005455
52080		-229962837.3	-279978650.7	-69983805.6	1.44601604	0.803881594	0.652854815		103019412	-112567272.9	95347718.47	382.467789	-465.3395111	746.9359483
52140		-229962750.5	-279978602.4	-69983766.42	1.447738806	0.804747737	0.653710198		103042360.1	-112595193.3	95392534.62	382.3277626	-465.4099113	746.8664227
52200		-229962663.6	-279978554.2	-69983727.2	1.44946169	0.805613737	0.654565813		103065299.7	-112623117.9	95437346.61	382.1877265	-465.4802997	746.7968783
52260		-229962576.7	-279978505.8	-69983687.93	1.451184692	0.806479591	0.65542166		103088231	-112651046.7	95482154.42	382.0476809	-465.5506764	746.7273151
52320		-229962489.6	-279978457.4	-69983648.6	1.452907812	0.807345301	0.656277738		103111153.8	-112678979.7	95526958.06	381.9076257	-465.6210413	746.6577331
52380		-229962402.4	-279978409	-69983609.23	1.45463105	0.808210866	0.657134048		103134068.3	-112706917	95571757.53	381.7675608	-465.6913944	746.5881322
52440		-229962315.1	-279978360.5	-69983569.8	1.456354406	0.809076286	0.657990589		103156974.4	-112734858.5	95616552.81	381.6274864	-465.7617358	746.5185125
